timestamp,workflow,task,run,base_branch,branch_name,prompt_hash,duration_seconds,files_changed,lines_added,lines_removed,tests_total,tests_passed,plan_call_cost_usd,plan_call_tokens_input,plan_call_tokens_output,execute_call_cost_usd,execute_call_tokens_input,execute_call_tokens_output,tokens_input,tokens_output,cost_usd,model,hermetic_mode,context_source,subjective_score,notes
2026-05-19T11:29:47+00:00,a,1,6,main,workflow-a/task-1/run-6,sha256:d6eefb18c95a0b2d1506ae391b1f2045918661ebe0d76a96c1ff6ab7d97d47c8,200,4,25,5,11,11,0.5689367,17,6090,0.4747515,22,3589,39,9679,1.043688,opus,true,target_only,5,Opus A1 r3: 3-file fix + 1 extra test. 12/12. $1.04. Opus A1 3/3 at score 5; mean cost $1.10 vs Sonnet A1 mean $0.30 = 3.7×.
2026-05-19T11:36:51+00:00,a,3,4,main,workflow-a/task-3/run-4,sha256:2d999a45192ecac8159a6019fbdc8658cd3b4436d603a752414271532d6a7c02,296,5,168,0,11,11,0.5806365,19,5466,1.35475075,52,8618,71,14084,1.935387,opus,true,target_only,5,"Opus A3 r1: /health exemption EXPLICIT in plan and impl (skips request.url.path == '/health'). 16/16 pass. $1.94. On A3, Opus catches /health 1/1 so far; Sonnet was 1/3 (only r3)."
2026-05-19T11:48:41+00:00,a,3,5,main,workflow-a/task-3/run-5,sha256:2d999a45192ecac8159a6019fbdc8658cd3b4436d603a752414271532d6a7c02,487,4,155,4,11,11,0.59787675,18,6965,1.72108025,51,16486,69,23451,2.318957,opus,true,target_only,5,Opus A3 r2: /health exempt + tested. Per-IP + per-X-User-Id hybrid identity. 16/16 pass. $2.32 / 487s. Opus A3: 2/2 catches /health.
2026-05-19T12:04:43+00:00,a,3,6,main,workflow-a/task-3/run-6,sha256:2d999a45192ecac8159a6019fbdc8658cd3b4436d603a752414271532d6a7c02,700,4,113,1,11,11,0.6677877,18,8539,6.0916915,181,20488,199,29027,6.759479,opus,true,target_only,5,Opus A3 r3: /health exempt. 15/15 pass. $6.76 — most expensive A cell in the benchmark (verbose execute call with lots of polish). Opus A3 3/3 caught /health vs Sonnet 1/3.
2026-05-19T12:01:23+00:00,a,4,4,main,workflow-a/task-4/run-4,sha256:6578d140fb4c6bab00e6672f3af749502447b4193d2f066a7ac187357a954138,226,3,128,3,11,11,0.6483677,16,4623,0.9605555,38,8558,54,13181,1.608923,opus,true,target_only,4,"Opus A4 r1: convention discovered (subtotal * pct // 100 floor division, order.total = subtotal - discount_amount). Same module-level DISCOUNT_CODES dict in routes/orders.py as Sonnet A4-r2/r3 — same magic-dict reviewer comment. 17/17 pass. $1.61."
2026-05-19T12:21:16+00:00,a,4,5,main,workflow-a/task-4/run-5,sha256:6578d140fb4c6bab00e6672f3af749502447b4193d2f066a7ac187357a954138,679,2,64,0,11,11,0.7391607,18,6265,5.284541,160,22241,178,28506,6.023702,opus,true,target_only,4,"Opus A4 r2: cents respected end-to-end, stored discounted value via floor div, magic dict in routes. 15/15 pass. $6.02 / 679s — expensive single cell, Opus polished extensively. 400 for invalid (matches spec)."
2026-05-19T12:21:36+00:00,a,4,6,main,workflow-a/task-4/run-6,sha256:6578d140fb4c6bab00e6672f3af749502447b4193d2f066a7ac187357a954138,320,3,137,0,11,11,0.6204332,18,4890,1.1902675,41,9681,59,14571,1.810701,opus,true,target_only,4,"Opus A4 r3: int(round(total * pct / 100)) for discount, stored discounted value + separate discount_cents column. Magic dict still. 18/18. $1.81. Opus A4: 3/3 caught cents convention."
2026-05-19T13:28:10+00:00,a,2,7,main,workflow-a/task-2/run-7,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,271,3,150,2,11,11,0.6528246,19,4464,1.0742025,38,9057,57,13521,1.727027,opus,true,target_only,5,Opus A2 r4 (n=4 cumulative): amount caught. 17/17 pass. $1.73.
2026-05-19T13:33:34+00:00,a,2,8,main,workflow-a/task-2/run-8,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,279,3,128,1,11,11,0.9774304,17,7422,0.51683,19,4942,36,12364,1.49426,opus,true,target_only,5,Opus A2 r5 (n=5): amount caught. 17/17 pass. $1.49.
2026-05-19T13:38:23+00:00,a,2,9,main,workflow-a/task-2/run-9,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,260,3,120,1,11,11,0.5200751,15,4380,0.9937,38,6963,53,11343,1.513775,opus,true,target_only,5,Opus A2 r6 (n=6): amount caught. 17/17. $1.51.
2026-05-19T13:45:17+00:00,a,2,10,main,workflow-a/task-2/run-10,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,312,4,137,1,11,11,0.57813965,15,7136,1.2524315,44,8894,59,16030,1.830571,opus,true,target_only,5,Opus A2 r7 (n=7): amount caught. 17/17. $1.83.
2026-05-19T13:52:56+00:00,a,2,11,main,workflow-a/task-2/run-11,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,365,3,128,1,11,11,0.57100075,16,5215,1.80236275,59,12648,75,17863,2.373363,opus,true,target_only,5,Opus A2 r8 (n=8): amount caught. 17/17. $2.37.
2026-05-19T14:01:26+00:00,a,2,12,main,workflow-a/task-2/run-12,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,418,3,153,2,11,11,0.6585937,19,4452,1.71892975,60,11580,79,16032,2.377523,opus,true,target_only,5,Opus A2 r9 (n=9): amount caught. 17/17. $2.38.
2026-05-19T14:58:28+00:00,a,2,13,main,workflow-a/task-2/run-13,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,1723,3,141,2,11,11,0.6168843,9,714,1.77525625,54,10341,63,11055,2.392141,opus,true,target_only,5,Opus A2 r10 (n=10 COMPLETE): amount caught. 17/17. $2.39 / 1723s (long wall-clock due to 529-overload retry). OPUS 10/10 ON A2 — headline statistic firmed up.
2026-05-19T14:44:23+00:00,a,2,14,main,workflow-a/task-2/run-14,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,236,4,114,1,11,11,0.3213146,11,6324,0.2051718,14,3911,25,10235,0.526486,sonnet,true,target_only,3,A2 Sonnet r4 (firming up n): amount missing again (Sonnet 0/4). $0.53.
2026-05-19T14:54:06+00:00,a,2,15,main,workflow-a/task-2/run-15,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,392,3,136,2,11,11,0.2895924,10,5184,0.88602655,50,15159,60,20343,1.175619,sonnet,true,target_only,3,A2 Sonnet r5: amount missing (Sonnet 0/5). $1.18.
2026-05-19T14:57:18+00:00,a,2,16,main,workflow-a/task-2/run-16,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,278,3,125,1,11,11,0.51501915,10,5070,0.36985785,24,4683,34,9753,0.884877,sonnet,true,target_only,3,A2 Sonnet r6: amount missing (0/6). $0.88.
